"","target_id","biotype","geneSymbol"
"4845","ENSG00000118680.12","protein_coding","MYL12B"
"4846","ENSG00000118689.14","protein_coding","FOXO3"
"4847","ENSG00000118690.12","protein_coding","ARMC2"
"4848","ENSG00000118702.9","protein_coding","GHRH"
"4849","ENSG00000118705.16","protein_coding","RPN2"
"4850","ENSG00000118707.9","protein_coding","TGIF2"
"4851","ENSG00000118729.11","protein_coding","CASQ2"
"4852","ENSG00000118733.16","protein_coding","OLFM3"
"4853","ENSG00000118762.7","protein_coding","PKD2"
"4854","ENSG00000118777.10","protein_coding","ABCG2"
"4855","ENSG00000118785.13","protein_coding","SPP1"
"4856","ENSG00000118804.8","protein_coding","STBD1"
"4857","ENSG00000118816.9","protein_coding","CCNI"
"4858","ENSG00000118849.9","protein_coding","RARRES1"
"4859","ENSG00000118855.18","protein_coding","MFSD1"
"4860","ENSG00000118873.15","protein_coding","RAB3GAP2"
"4861","ENSG00000118894.14","protein_coding","EEF2KMT"
"4862","ENSG00000118898.15","protein_coding","PPL"
"4863","ENSG00000118900.14","protein_coding","UBN1"
"4864","ENSG00000118903.6","processed_pseudogene","BTF3P11"
"4865","ENSG00000118922.17","protein_coding","KLF12"
"4866","ENSG00000118939.17","protein_coding","UCHL3"
"4867","ENSG00000118946.11","protein_coding","PCDH17"
"4868","ENSG00000118960.12","protein_coding","HS1BP3"
"4869","ENSG00000118961.14","protein_coding","LDAH"
"4870","ENSG00000118965.14","protein_coding","WDR35"
"4871","ENSG00000118971.7","protein_coding","CCND2"
"4872","ENSG00000118972.1","protein_coding","FGF23"
"4873","ENSG00000118976.5","processed_pseudogene","OTUD4P1"
"4874","ENSG00000118985.15","protein_coding","ELL2"
"4875","ENSG00000118990.5","processed_pseudogene","GLRXP3"
"4876","ENSG00000118997.13","protein_coding","DNAH7"
"4877","ENSG00000119004.15","protein_coding","CYP20A1"
"4878","ENSG00000119013.8","protein_coding","NDUFB3"
"4879","ENSG00000119041.10","protein_coding","GTF3C3"
"4880","ENSG00000119042.16","protein_coding","SATB2"
"4881","ENSG00000119048.7","protein_coding","UBE2B"
"4882","ENSG00000119121.21","protein_coding","TRPM6"
"4883","ENSG00000119125.16","protein_coding","GDA"
"4884","ENSG00000119138.4","protein_coding","KLF9"
"4885","ENSG00000119139.17","protein_coding","TJP2"
"4886","ENSG00000119147.9","protein_coding","C2orf40"
"4887","ENSG00000119185.12","protein_coding","ITGB1BP1"
"4888","ENSG00000119203.13","protein_coding","CPSF3"
"4889","ENSG00000119227.7","protein_coding","PIGZ"
"4890","ENSG00000119231.10","protein_coding","SENP5"
"4891","ENSG00000119242.8","protein_coding","CCDC92"
"4892","ENSG00000119280.16","protein_coding","C1orf198"
"4893","ENSG00000119283.15","protein_coding","TRIM67"
"4894","ENSG00000119285.10","protein_coding","HEATR1"
"4895","ENSG00000119314.15","protein_coding","PTBP3"
"4896","ENSG00000119318.12","protein_coding","RAD23B"
"4897","ENSG00000119321.8","protein_coding","FKBP15"
"4898","ENSG00000119326.14","protein_coding","CTNNAL1"
"4899","ENSG00000119328.11","protein_coding","FAM206A"
"4900","ENSG00000119333.11","protein_coding","WDR34"
"4901","ENSG00000119335.16","protein_coding","SET"
"4902","ENSG00000119383.19","protein_coding","PTPA"
"4903","ENSG00000119392.14","protein_coding","GLE1"
"4904","ENSG00000119396.10","protein_coding","RAB14"
"4905","ENSG00000119397.16","protein_coding","CNTRL"
"4906","ENSG00000119401.10","protein_coding","TRIM32"
"4907","ENSG00000119402.16","protein_coding","FBXW2"
"4908","ENSG00000119403.13","protein_coding","PHF19"
"4909","ENSG00000119408.16","protein_coding","NEK6"
"4910","ENSG00000119411.10","protein_coding","BSPRY"
"4911","ENSG00000119414.11","protein_coding","PPP6C"
"4912","ENSG00000119421.6","protein_coding","NDUFA8"
"4913","ENSG00000119431.9","protein_coding","HDHD3"
"4914","ENSG00000119440.8","unprocessed_pseudogene","LCN1P1"
"4915","ENSG00000119446.13","protein_coding","RBM18"
"4916","ENSG00000119457.7","protein_coding","SLC46A2"
"4917","ENSG00000119471.14","protein_coding","HSDL2"
"4918","ENSG00000119487.16","protein_coding","MAPKAP1"
"4919","ENSG00000119508.17","protein_coding","NR4A3"
"4920","ENSG00000119509.12","protein_coding","INVS"
"4921","ENSG00000119514.6","protein_coding","GALNT12"
"4922","ENSG00000119522.16","protein_coding","DENND1A"
"4923","ENSG00000119523.9","protein_coding","ALG2"
"4924","ENSG00000119535.17","protein_coding","CSF3R"
"4925","ENSG00000119537.15","protein_coding","KDSR"
"4926","ENSG00000119541.9","protein_coding","VPS4B"
"4927","ENSG00000119547.5","protein_coding","ONECUT2"
"4928","ENSG00000119559.15","protein_coding","C19orf25"
"4929","ENSG00000119574.12","protein_coding","ZBTB45"
"4930","ENSG00000119596.17","protein_coding","YLPM1"
"4931","ENSG00000119599.16","protein_coding","DCAF4"
"4932","ENSG00000119608.12","protein_coding","PROX2"
"4933","ENSG00000119614.2","protein_coding","VSX2"
"4934","ENSG00000119616.11","protein_coding","FCF1"
"4935","ENSG00000119630.13","protein_coding","PGF"
"4936","ENSG00000119632.3","protein_coding","IFI27L2"
"4937","ENSG00000119636.15","protein_coding","BBOF1"
"4938","ENSG00000119638.12","protein_coding","NEK9"
"4939","ENSG00000119640.8","protein_coding","ACYP1"
"4940","ENSG00000119650.12","protein_coding","IFT43"
"4941","ENSG00000119655.10","protein_coding","NPC2"
"4942","ENSG00000119660.4","processed_pseudogene","DPPA5P4"
"4943","ENSG00000119661.14","protein_coding","DNAL1"
"4944","ENSG00000119669.4","protein_coding","IRF2BPL"
"4945","ENSG00000119673.14","protein_coding","ACOT2"
"4946","ENSG00000119681.11","protein_coding","LTBP2"
"4947","ENSG00000119682.16","protein_coding","AREL1"
"4948","ENSG00000119684.15","protein_coding","MLH3"
"4949","ENSG00000119685.19","protein_coding","TTLL5"
"4950","ENSG00000119686.9","protein_coding","FLVCR2"
"4951","ENSG00000119688.20","protein_coding","ABCD4"
"4952","ENSG00000119689.14","protein_coding","DLST"
"4953","ENSG00000119698.11","protein_coding","PPP4R4"
"4954","ENSG00000119699.7","protein_coding","TGFB3"
"4955","ENSG00000119703.13","protein_coding","ZC2HC1C"
"4956","ENSG00000119705.9","protein_coding","SLIRP"
"4957","ENSG00000119707.13","protein_coding","RBM25"
"4958","ENSG00000119711.12","protein_coding","ALDH6A1"
"4959","ENSG00000119714.10","protein_coding","GPR68"
"4960","ENSG00000119715.14","protein_coding","ESRRB"
"4961","ENSG00000119718.10","protein_coding","EIF2B2"
"4962","ENSG00000119720.17","protein_coding","NRDE2"
"4963","ENSG00000119723.16","protein_coding","COQ6"
"4964","ENSG00000119725.18","protein_coding","ZNF410"
"4965","ENSG00000119729.11","protein_coding","RHOQ"
"4966","ENSG00000119737.5","protein_coding","GPR75"
"4967","ENSG00000119760.15","protein_coding","SUPT7L"
"4968","ENSG00000119771.14","protein_coding","KLHL29"
"4969","ENSG00000119772.16","protein_coding","DNMT3A"
"4970","ENSG00000119777.18","protein_coding","TMEM214"
"4971","ENSG00000119778.14","protein_coding","ATAD2B"
"4972","ENSG00000119782.13","protein_coding","FKBP1B"
"4973","ENSG00000119787.13","protein_coding","ATL2"
"4974","ENSG00000119801.12","protein_coding","YPEL5"
"4975","ENSG00000119812.18","protein_coding","FAM98A"
"4976","ENSG00000119820.10","protein_coding","YIPF4"
"4977","ENSG00000119844.15","protein_coding","AFTPH"
"4978","ENSG00000119862.12","protein_coding","LGALSL"
"4979","ENSG00000119865.8","protein_coding","CNRIP1"
"4980","ENSG00000119866.20","protein_coding","BCL11A"
"4981","ENSG00000119878.5","protein_coding","CRIPT"
"4982","ENSG00000119888.10","protein_coding","EPCAM"
"4983","ENSG00000119899.12","protein_coding","SLC17A5"
"4984","ENSG00000119900.7","protein_coding","OGFRL1"
"4985","ENSG00000119906.11","protein_coding","SLF2"
"4986","ENSG00000119912.15","protein_coding","IDE"
"4987","ENSG00000119913.4","protein_coding","TECTB"
"4988","ENSG00000119915.4","protein_coding","ELOVL3"
"4989","ENSG00000119917.13","protein_coding","IFIT3"
"4990","ENSG00000119919.10","protein_coding","NKX2-3"
"4991","ENSG00000119922.9","protein_coding","IFIT2"
"4992","ENSG00000119927.13","protein_coding","GPAM"
"4993","ENSG00000119929.12","protein_coding","CUTC"
"4994","ENSG00000119938.8","protein_coding","PPP1R3C"
"4995","ENSG00000119943.12","protein_coding","PYROXD2"
"4996","ENSG00000119946.10","protein_coding","CNNM1"
"4997","ENSG00000119950.20","protein_coding","MXI1"
"4998","ENSG00000119953.12","protein_coding","SMNDC1"
"4999","ENSG00000119965.12","protein_coding","C10orf88"
"5000","ENSG00000119969.14","protein_coding","HELLS"
"5001","ENSG00000119973.5","protein_coding","PRLHR"
"5002","ENSG00000119977.20","protein_coding","TCTN3"
"5003","ENSG00000119979.16","protein_coding","FAM45A"
"5004","ENSG00000119986.6","protein_coding","AVPI1"
"5005","ENSG00000120008.15","protein_coding","WDR11"
"5006","ENSG00000120029.12","protein_coding","C10orf76"
"5007","ENSG00000120049.18","protein_coding","KCNIP2"
"5008","ENSG00000120051.14","protein_coding","CFAP58"
"5009","ENSG00000120053.10","protein_coding","GOT1"
"5010","ENSG00000120054.11","protein_coding","CPN1"
"5011","ENSG00000120055.7","protein_coding","C10orf95"
"5012","ENSG00000120057.4","protein_coding","SFRP5"
"5013","ENSG00000120063.9","protein_coding","GNA13"
"5014","ENSG00000120068.6","protein_coding","HOXB8"
"5015","ENSG00000120071.13","protein_coding","KANSL1"
"5016","ENSG00000120075.5","protein_coding","HOXB5"
"5017","ENSG00000120088.14","protein_coding","CRHR1"
"5018","ENSG00000120093.11","protein_coding","HOXB3"
"5019","ENSG00000120094.6","protein_coding","HOXB1"
"5020","ENSG00000120129.5","protein_coding","DUSP1"
"5021","ENSG00000120137.6","protein_coding","PANK3"
"5022","ENSG00000120149.8","protein_coding","MSX2"
"5023","ENSG00000120156.20","protein_coding","TEK"
"5024","ENSG00000120158.11","protein_coding","RCL1"
"5025","ENSG00000120159.11","protein_coding","CAAP1"
"5026","ENSG00000120160.10","protein_coding","EQTN"
"5027","ENSG00000120162.9","protein_coding","MOB3B"
"5028","ENSG00000120210.6","protein_coding","INSL6"
"5029","ENSG00000120211.4","protein_coding","INSL4"
"5030","ENSG00000120215.9","protein_coding","MLANA"
"5031","ENSG00000120217.13","protein_coding","CD274"
"5032","ENSG00000120235.4","protein_coding","IFNA6"
"5033","ENSG00000120242.3","protein_coding","IFNA8"
"5034","ENSG00000120251.18","protein_coding","GRIA2"
"5035","ENSG00000120253.13","protein_coding","NUP43"
"5036","ENSG00000120254.15","protein_coding","MTHFD1L"
"5037","ENSG00000120256.9","protein_coding","LRP11"
"5038","ENSG00000120262.9","protein_coding","CCDC170"
"5039","ENSG00000120265.16","protein_coding","PCMT1"
"5040","ENSG00000120278.15","protein_coding","PLEKHG1"
"5041","ENSG00000120279.6","protein_coding","MYCT1"
"5042","ENSG00000120280.5","protein_coding","CXorf21"
"5043","ENSG00000120289.11","protein_coding","MAGEB4"
"5044","ENSG00000120306.9","protein_coding","CYSTM1"
"5045","ENSG00000120314.18","protein_coding","WDR55"
"5046","ENSG00000120318.15","protein_coding","ARAP3"
"5047","ENSG00000120322.3","protein_coding","PCDHB8"
"5048","ENSG00000120324.8","protein_coding","PCDHB10"
"5049","ENSG00000120327.6","protein_coding","PCDHB14"
"5050","ENSG00000120328.6","protein_coding","PCDHB12"
"5051","ENSG00000120329.6","protein_coding","SLC25A2"
"5052","ENSG00000120332.15","protein_coding","TNN"
"5053","ENSG00000120333.4","protein_coding","MRPS14"
"5054","ENSG00000120334.15","protein_coding","CENPL"
"5055","ENSG00000120337.8","protein_coding","TNFSF18"
"5056","ENSG00000120341.18","protein_coding","SEC16B"
"5057","ENSG00000120370.12","protein_coding","GORAB"
"5058","ENSG00000120436.3","protein_coding","GPR31"
"5059","ENSG00000120437.8","protein_coding","ACAT2"
"5060","ENSG00000120438.11","protein_coding","TCP1"
"5061","ENSG00000120440.13","protein_coding","TTLL2"
"5062","ENSG00000120451.10","protein_coding","SNX19"
"5063","ENSG00000120457.11","protein_coding","KCNJ5"
"5064","ENSG00000120458.10","protein_coding","MSANTD2"
"5065","ENSG00000120471.15","protein_coding","TP53AIP1"
"5066","ENSG00000120498.13","protein_coding","TEX11"
"5067","ENSG00000120500.17","protein_coding","ARR3"
"5068","ENSG00000120509.10","protein_coding","PDZD11"
"5069","ENSG00000120519.14","protein_coding","SLC10A7"
"5070","ENSG00000120526.10","protein_coding","NUDCD1"
"5071","ENSG00000120533.12","protein_coding","ENY2"
"5072","ENSG00000120539.14","protein_coding","MASTL"
"5073","ENSG00000120549.17","protein_coding","KIAA1217"
"5074","ENSG00000120555.13","transcribed_unprocessed_pseudogene","SEPT7P9"
"5075","ENSG00000120563.8","protein_coding","LYZL1"
"5076","ENSG00000120594.16","protein_coding","PLXDC2"
"5077","ENSG00000120616.15","protein_coding","EPC1"
"5078","ENSG00000120645.11","protein_coding","IQSEC3"
"5079","ENSG00000120647.9","protein_coding","CCDC77"
"5080","ENSG00000120656.11","protein_coding","TAF12"
"5081","ENSG00000120658.13","protein_coding","ENOX1"
"5082","ENSG00000120659.14","protein_coding","TNFSF11"
"5083","ENSG00000120662.15","protein_coding","MTRF1"
"5084","ENSG00000120664.10","antisense_RNA","SPG20-AS1"
"5085","ENSG00000120669.15","protein_coding","SOHLH2"
"5086","ENSG00000120675.5","protein_coding","DNAJC15"
"5087","ENSG00000120685.19","protein_coding","PROSER1"
"5088","ENSG00000120686.11","protein_coding","UFM1"
"5089","ENSG00000120688.8","protein_coding","WBP4"
"5090","ENSG00000120690.15","protein_coding","ELF1"
"5091","ENSG00000120693.13","protein_coding","SMAD9"
"5092","ENSG00000120694.19","protein_coding","HSPH1"
"5093","ENSG00000120696.8","protein_coding","KBTBD7"
"5094","ENSG00000120697.8","protein_coding","ALG5"
"5095","ENSG00000120699.12","protein_coding","EXOSC8"
"5096","ENSG00000120705.12","protein_coding","ETF1"
"5097","ENSG00000120708.16","protein_coding","TGFBI"
"5098","ENSG00000120709.10","protein_coding","FAM53C"
"5099","ENSG00000120725.12","protein_coding","SIL1"
"5100","ENSG00000120727.12","protein_coding","PAIP2"
"5101","ENSG00000120729.9","protein_coding","MYOT"
"5102","ENSG00000120733.13","protein_coding","KDM3B"
"5103","ENSG00000120738.7","protein_coding","EGR1"
"5104","ENSG00000120742.10","protein_coding","SERP1"
"5105","ENSG00000120756.12","protein_coding","PLS1"
"5106","ENSG00000120784.15","protein_coding","ZFP30"
"5107","ENSG00000120798.16","protein_coding","NR2C1"
"5108","ENSG00000120800.4","protein_coding","UTP20"
"5109","ENSG00000120802.13","protein_coding","TMPO"
"5110","ENSG00000120805.13","protein_coding","ARL1"
"5111","ENSG00000120820.12","protein_coding","GLT8D2"
"5112","ENSG00000120832.9","protein_coding","MTERF2"
"5113","ENSG00000120833.13","protein_coding","SOCS2"
"5114","ENSG00000120837.7","protein_coding","NFYB"
"5115","ENSG00000120860.10","protein_coding","WASHC3"
"5116","ENSG00000120868.13","protein_coding","APAF1"
"5117","ENSG00000120875.8","protein_coding","DUSP4"
"5118","ENSG00000120885.21","protein_coding","CLU"
"5119","ENSG00000120889.12","protein_coding","TNFRSF10B"
"5120","ENSG00000120896.13","protein_coding","SORBS3"
"5121","ENSG00000120899.17","protein_coding","PTK2B"
"5122","ENSG00000120903.12","protein_coding","CHRNA2"
"5123","ENSG00000120907.17","protein_coding","ADRA1A"
"5124","ENSG00000120910.14","protein_coding","PPP3CC"
"5125","ENSG00000120913.23","protein_coding","PDLIM2"
"5126","ENSG00000120915.13","protein_coding","EPHX2"
"5127","ENSG00000120925.15","protein_coding","RNF170"
"5128","ENSG00000120937.8","protein_coding","NPPB"
"5129","ENSG00000120942.13","protein_coding","UBIAD1"
"5130","ENSG00000120948.16","protein_coding","TARDBP"
"5131","ENSG00000120949.14","protein_coding","TNFRSF8"
"5132","ENSG00000120952.4","protein_coding","PRAMEF2"
"5133","ENSG00000120963.11","protein_coding","ZNF706"
"5134","ENSG00000120992.17","protein_coding","LYPLA1"
"5135","ENSG00000121005.8","protein_coding","CRISPLD1"
"5136","ENSG00000121022.13","protein_coding","COPS5"
"5137","ENSG00000121039.9","protein_coding","RDH10"
"5138","ENSG00000121053.5","protein_coding","EPX"
"5139","ENSG00000121057.12","protein_coding","AKAP1"
"5140","ENSG00000121058.4","protein_coding","COIL"
"5141","ENSG00000121060.16","protein_coding","TRIM25"
"5142","ENSG00000121064.12","protein_coding","SCPEP1"
"5143","ENSG00000121067.17","protein_coding","SPOP"
"5144","ENSG00000121068.13","protein_coding","TBX2"
"5145","ENSG00000121073.13","protein_coding","SLC35B1"
"5146","ENSG00000121075.9","protein_coding","TBX4"
"5147","ENSG00000121089.4","processed_pseudogene","NACA3P"
"5148","ENSG00000121101.15","protein_coding","TEX14"
"5149","ENSG00000121104.7","protein_coding","FAM117A"
"5150","ENSG00000121152.9","protein_coding","NCAPH"
"5151","ENSG00000121207.11","protein_coding","LRAT"
"5152","ENSG00000121210.15","protein_coding","TMEM131L"
"5153","ENSG00000121211.7","protein_coding","MND1"
"5154","ENSG00000121236.20","protein_coding","TRIM6"
"5155","ENSG00000121270.15","protein_coding","ABCC11"
"5156","ENSG00000121274.12","protein_coding","PAPD5"
"5157","ENSG00000121281.12","protein_coding","ADCY7"
"5158","ENSG00000121289.17","protein_coding","CEP89"
"5159","ENSG00000121297.6","protein_coding","TSHZ3"
"5160","ENSG00000121310.16","protein_coding","ECHDC2"
"5161","ENSG00000121314.2","protein_coding","TAS2R8"
"5162","ENSG00000121316.10","protein_coding","PLBD1"
"5163","ENSG00000121318.2","protein_coding","TAS2R10"
"5164","ENSG00000121335.11","protein_coding","PRB2"
"5165","ENSG00000121350.15","protein_coding","PYROXD1"
"5166","ENSG00000121351.7","protein_coding","IAPP"
"5167","ENSG00000121361.3","protein_coding","KCNJ8"
"5168","ENSG00000121377.2","protein_coding","TAS2R7"
"5169","ENSG00000121380.12","protein_coding","BCL2L14"
"5170","ENSG00000121381.4","protein_coding","TAS2R9"
"5171","ENSG00000121388.5","unprocessed_pseudogene","AL139327.1"
"5172","ENSG00000121390.18","protein_coding","PSPC1"
"5173","ENSG00000121406.8","protein_coding","ZNF549"
"5174","ENSG00000121410.11","protein_coding","A1BG"
"5175","ENSG00000121413.12","protein_coding","ZSCAN18"
"5176","ENSG00000121417.13","protein_coding","ZNF211"
"5177","ENSG00000121440.14","protein_coding","PDZRN3"
"5178","ENSG00000121446.18","protein_coding","RGSL1"
"5179","ENSG00000121454.5","protein_coding","LHX4"
"5180","ENSG00000121481.10","protein_coding","RNF2"
"5181","ENSG00000121486.11","protein_coding","TRMT1L"
"5182","ENSG00000121542.11","protein_coding","SEC22A"
"5183","ENSG00000121552.3","protein_coding","CSTA"
"5184","ENSG00000121570.12","protein_coding","DPPA4"
"5185","ENSG00000121577.13","protein_coding","POPDC2"
"5186","ENSG00000121578.12","protein_coding","B4GALT4"
"5187","ENSG00000121579.12","protein_coding","NAA50"
"5188","ENSG00000121594.11","protein_coding","CD80"
"5189","ENSG00000121621.6","protein_coding","KIF18A"
"5190","ENSG00000121634.5","protein_coding","GJA8"
"5191","ENSG00000121644.18","protein_coding","DESI2"
"5192","ENSG00000121653.11","protein_coding","MAPK8IP1"
"5193","ENSG00000121671.11","protein_coding","CRY2"
"5194","ENSG00000121680.15","protein_coding","PEX16"
"5195","ENSG00000121690.10","protein_coding","DEPDC7"
"5196","ENSG00000121691.4","protein_coding","CAT"
"5197","ENSG00000121716.20","protein_coding","PILRB"
"5198","ENSG00000121741.16","protein_coding","ZMYM2"
"5199","ENSG00000121742.16","protein_coding","GJB6"
"5200","ENSG00000121743.3","protein_coding","GJA3"
"5201","ENSG00000121749.15","protein_coding","TBC1D15"
"5202","ENSG00000121753.12","protein_coding","ADGRB2"
"5203","ENSG00000121764.11","protein_coding","HCRTR1"
"5204","ENSG00000121766.15","protein_coding","ZCCHC17"
"5205","ENSG00000121769.7","protein_coding","FABP3"
"5206","ENSG00000121774.17","protein_coding","KHDRBS1"
"5207","ENSG00000121775.17","protein_coding","TMEM39B"
"5208","ENSG00000121797.9","protein_coding","CCRL2"
"5209","ENSG00000121807.5","protein_coding","CCR2"
"5210","ENSG00000121851.12","protein_coding","POLR3GL"
"5211","ENSG00000121853.3","protein_coding","GHSR"
"5212","ENSG00000121858.10","protein_coding","TNFSF10"
"5213","ENSG00000121864.9","protein_coding","ZNF639"
"5214","ENSG00000121871.3","protein_coding","SLITRK3"
"5215","ENSG00000121879.3","protein_coding","PIK3CA"
"5216","ENSG00000121892.14","protein_coding","PDS5A"
"5217","ENSG00000121895.7","protein_coding","TMEM156"
"5218","ENSG00000121897.14","protein_coding","LIAS"
"5219","ENSG00000121898.12","protein_coding","CPXM2"
"5220","ENSG00000121900.18","protein_coding","TMEM54"
"5221","ENSG00000121903.14","protein_coding","ZSCAN20"
"5222","ENSG00000121904.17","protein_coding","CSMD2"
"5223","ENSG00000121905.9","protein_coding","HPCA"
"5224","ENSG00000121931.15","protein_coding","LRIF1"
"5225","ENSG00000121933.18","protein_coding","TMIGD3"
"5226","ENSG00000121940.15","protein_coding","CLCC1"
"5227","ENSG00000121957.12","protein_coding","GPSM2"
"5228","ENSG00000121964.14","protein_coding","GTDC1"
"5229","ENSG00000121966.6","protein_coding","CXCR4"
"5230","ENSG00000121988.17","protein_coding","ZRANB3"
"5231","ENSG00000121989.14","protein_coding","ACVR2A"
"5232","ENSG00000122008.15","protein_coding","POLK"
"5233","ENSG00000122012.13","protein_coding","SV2C"
"5234","ENSG00000122025.14","protein_coding","FLT3"
"5235","ENSG00000122026.10","protein_coding","RPL21"
"5236","ENSG00000122033.14","protein_coding","MTIF3"
"5237","ENSG00000122034.14","protein_coding","GTF3A"
"5238","ENSG00000122035.6","protein_coding","RASL11A"
"5239","ENSG00000122042.9","protein_coding","UBL3"
"5240","ENSG00000122043.10","lincRNA","LINC00544"
"5241","ENSG00000122068.12","protein_coding","FYTTD1"
"5242","ENSG00000122085.16","protein_coding","MTERF4"
"5243","ENSG00000122121.10","protein_coding","XPNPEP2"
"5244","ENSG00000122122.9","protein_coding","SASH3"
"5245","ENSG00000122126.15","protein_coding","OCRL"
"5246","ENSG00000122133.16","protein_coding","PAEP"
"5247","ENSG00000122136.13","protein_coding","OBP2A"
"5248","ENSG00000122140.10","protein_coding","MRPS2"
"5249","ENSG00000122145.14","protein_coding","TBX22"
"5250","ENSG00000122176.10","protein_coding","FMOD"
"5251","ENSG00000122180.4","protein_coding","MYOG"
"5252","ENSG00000122188.12","protein_coding","LAX1"
"5253","ENSG00000122194.18","protein_coding","PLG"
"5254","ENSG00000122203.14","protein_coding","KIAA1191"
"5255","ENSG00000122218.14","protein_coding","COPA"
"5256","ENSG00000122223.12","protein_coding","CD244"
"5257","ENSG00000122224.17","protein_coding","LY9"
"5258","ENSG00000122254.6","protein_coding","HS3ST2"
"5259","ENSG00000122257.18","protein_coding","RBBP6"
"5260","ENSG00000122299.11","protein_coding","ZC3H7A"
"5261","ENSG00000122304.10","protein_coding","PRM2"
"5262","ENSG00000122335.13","protein_coding","SERAC1"
"5263","ENSG00000122359.17","protein_coding","ANXA11"
"5264","ENSG00000122367.19","protein_coding","LDB3"
"5265","ENSG00000122375.11","protein_coding","OPN4"
"5266","ENSG00000122376.11","protein_coding","FAM35A"
"5267","ENSG00000122378.13","protein_coding","FAM213A"
"5268","ENSG00000122386.10","protein_coding","ZNF205"
"5269","ENSG00000122390.17","protein_coding","NAA60"
"5270","ENSG00000122406.12","protein_coding","RPL5"
"5271","ENSG00000122417.15","protein_coding","ODF2L"
"5272","ENSG00000122420.9","protein_coding","PTGFR"
"5273","ENSG00000122432.17","protein_coding","SPATA1"
"5274","ENSG00000122435.9","protein_coding","TRMT13"
"5275","ENSG00000122477.12","protein_coding","LRRC39"
"5276","ENSG00000122481.16","protein_coding","RWDD3"
"5277","ENSG00000122482.20","protein_coding","ZNF644"
"5278","ENSG00000122483.17","protein_coding","CCDC18"
"5279","ENSG00000122484.8","protein_coding","RPAP2"
"5280","ENSG00000122490.18","protein_coding","PQLC1"
"5281","ENSG00000122507.20","protein_coding","BBS9"
"5282","ENSG00000122512.14","protein_coding","PMS2"
"5283","ENSG00000122515.14","protein_coding","ZMIZ2"
"5284","ENSG00000122543.10","protein_coding","OCM"
"5285","ENSG00000122545.18","protein_coding","7-Sep"
"5286","ENSG00000122547.10","protein_coding","EEPD1"
"5287","ENSG00000122548.5","lincRNA","KIAA0087"
"5288","ENSG00000122550.17","protein_coding","KLHL7"
"5289","ENSG00000122557.9","protein_coding","HERPUD2"
"5290","ENSG00000122565.18","protein_coding","CBX3"
"5291","ENSG00000122566.20","protein_coding","HNRNPA2B1"
"5292","ENSG00000122574.10","protein_coding","WIPF3"
"5293","ENSG00000122584.12","protein_coding","NXPH1"
"5294","ENSG00000122585.7","protein_coding","NPY"
"5295","ENSG00000122591.11","protein_coding","FAM126A"
"5296","ENSG00000122592.7","protein_coding","HOXA7"
"5297","ENSG00000122641.10","protein_coding","INHBA"
"5298","ENSG00000122642.10","protein_coding","FKBP9"
"5299","ENSG00000122643.18","protein_coding","NT5C3A"
"5300","ENSG00000122644.12","protein_coding","ARL4A"
"5301","ENSG00000122674.11","protein_coding","CCZ1"
"5302","ENSG00000122678.16","protein_coding","POLM"
"5303","ENSG00000122679.8","protein_coding","RAMP3"
"5304","ENSG00000122687.17","protein_coding","MRM2"
"5305","ENSG00000122691.12","protein_coding","TWIST1"
"5306","ENSG00000122692.8","protein_coding","SMU1"
"5307","ENSG00000122694.15","protein_coding","GLIPR2"
"5308","ENSG00000122696.13","protein_coding","SLC25A51"
"5309","ENSG00000122705.16","protein_coding","CLTA"
"5310","ENSG00000122707.11","protein_coding","RECK"
"5311","ENSG00000122711.8","protein_coding","SPINK4"
"5312","ENSG00000122728.6","protein_coding","TAF1L"
"5313","ENSG00000122729.18","protein_coding","ACO1"
"5314","ENSG00000122733.12","protein_coding","PHF24"
"5315","ENSG00000122735.15","protein_coding","DNAI1"
"5316","ENSG00000122741.15","protein_coding","DCAF10"
"5317","ENSG00000122756.14","protein_coding","CNTFR"
"5318","ENSG00000122778.9","protein_coding","KIAA1549"
"5319","ENSG00000122779.17","protein_coding","TRIM24"
"5320","ENSG00000122783.16","protein_coding","C7orf49"
"5321","ENSG00000122786.19","protein_coding","CALD1"
"5322","ENSG00000122787.14","protein_coding","AKR1D1"
"5323","ENSG00000122824.10","protein_coding","NUDT10"
"5324","ENSG00000122852.14","protein_coding","SFTPA1"
"5325","ENSG00000122859.4","protein_coding","NEUROG3"
"5326","ENSG00000122861.15","protein_coding","PLAU"
"5327","ENSG00000122862.4","protein_coding","SRGN"
"5328","ENSG00000122863.5","protein_coding","CHST3"
"5329","ENSG00000122870.11","protein_coding","BICC1"
"5330","ENSG00000122872.8","processed_pseudogene","ARL4AP1"
"5331","ENSG00000122873.11","protein_coding","CISD1"
"5332","ENSG00000122877.15","protein_coding","EGR2"
"5333","ENSG00000122882.10","protein_coding","ECD"
"5334","ENSG00000122884.12","protein_coding","P4HA1"
"5335","ENSG00000122912.14","protein_coding","SLC25A16"
"5336","ENSG00000122952.16","protein_coding","ZWINT"
"5337","ENSG00000122958.14","protein_coding","VPS26A"
"5338","ENSG00000122965.10","protein_coding","RBM19"
"5339","ENSG00000122966.15","protein_coding","CIT"
"5340","ENSG00000122970.15","protein_coding","IFT81"
"5341","ENSG00000122971.8","protein_coding","ACADS"
"5342","ENSG00000122986.13","protein_coding","HVCN1"
"5343","ENSG00000123009.4","processed_pseudogene","NME2P1"
